中文名,objmap_id,objmap_英文,objmap_中文,objmap_X,objmap_Z,objmap_Y,ShowLevel,我们x(lat),我们y(lng),偏差,层,visible
龙骨沼泽,DragonMarsh,Dragon Bone Mire,龙骨沼泽,-4144.5,-1698.5,214.0,,-1698.5,-4144.5,0.0,18,"6,7"
一始废矿,MinusField_UMiiVillage,Abandoned Tarrey Mine,一始废矿,3968.796875,-1715.30908203125,-200.0,Farthest,-1610.53,3968.37,104.8,19,"3,4,5,6,7"
中央大废矿,MinusField_BluePrintShrine,Great Abandoned Central Mine,中央大废矿,-730.763671875,1861.1468505859375,-299.0886535644531,Nearest,1922.58,-811.16,101.2,19,"3,4,5,6,7"
卡卡利科废矿,MinusField_Kakariko,Abandoned Kakariko Mine,卡卡利科废矿,1818.7471923828125,1299.065673828125,-460.9276428222656,Far,1198.49,1834.82,101.9,19,"3,4,5,6,7"
卡拉卡拉废矿,MinusField_Oasis,Abandoned Kara Kara Mine,卡拉卡拉废矿,-3171.492919921875,2311.0361328125,-369.9759521484375,Far,2472.54,-3213.22,166.8,19,"3,4,5,6,7"
哈特诺废矿,MinusField_Hateno,Abandoned Hateno Mine,哈特诺废矿,3548.317626953125,2228.456787109375,-379.6405029296875,Near,2238.53,3567.67,21.8,19,"3,4,5,6,7"
奥尔汀废矿,MinusField_Goron,Abandoned Eldin Mine,奥尔汀废矿,1649.13427734375,-2363.86669921875,-643.6769409179688,Nearest,-2406.06,1644.03,42.5,19,"3,4,5,6,7"
拉聂尔废矿,MinusField_WhiteZora,Abandoned Lanayru Mine,拉聂尔废矿,3170.45751953125,-935.9246215820312,-571.2808837890625,Farthest,-563.57,3281.13,388.5,19,"3,4,5,6,7"
格鲁德废矿,MinusField_Gerudo,Abandoned Gerudo Mine,格鲁德废矿,-3815.908203125,2889.5166015625,-277.06451416015625,Nearest,2876.48,-3805.02,17.0,19,"3,4,5,6,7"
沃托里废矿,MinusField_Taura,Abandoned Lurelin Mine,沃托里废矿,2966.97802734375,3605.921630859375,-200.0,Farthest,3381.74,2902.17,233.4,19,"3,4,5,6,7"
海布拉废矿,MinusField_Rito,Abandoned Hebra Mine,海布拉废矿,-3457.40380859375,-1862.201171875,-210.16122436523438,Nearest,-1852.23,-3473.31,18.8,19,"3,4,5,6,7"
僻壤竞技场,MinusField_HatenoGate,Secluded Coliseum,僻壤竞技场,2242.272216796875,1877.869873046875,-239.90280151367188,Nearest,1901.15,2243.1,23.3,19,"5,6,7"
卡尔谷采矿场,MinusField_GobyMt,Tuft Canyon Mine,卡尔谷采矿场,2557.083984375,3611.381103515625,-410.2550048828125,Nearest,3621.83,2556.4,10.5,19,"5,6,7"
卡斯拉谷采矿场,MinusField_KasuraMt,Corvash Canyon Mine,卡斯拉谷采矿场,-3322.1845703125,-2359.264404296875,-670.295166015625,Near,-2334.6,-3302.27,31.7,19,"5,6,7"
双子谷采矿场,MinusField_TwinsMountain,Dueling Canyons Mine,双子谷采矿场,1294.527099609375,1850.063232421875,-580.1859130859375,Near,1801.6,1318.67,54.1,19,"5,6,7"
古代地下堡垒,MinusField_AkkareZhai,Ancient Underground Fortress,古代地下堡垒,3310.28466796875,-1523.050048828125,-372.7442626953125,Nearest,-1504.48,3297.9,22.3,19,"5,6,7"
古栗欧克的巢,MinusField_BlindForest,Gleeok Den,古栗欧克的巢,330.9718017578125,-3111.24169921875,-352.61474609375,Nearest,-3119.61,329.06,8.6,19,"5,6,7"
孤岛竞技场,MinusField_Cohorint,Lone Island Coliseum,孤岛竞技场,4563.0615234375,3603.581787109375,-243.30322265625,Nearest,3619.85,4562.77,16.3,19,"5,6,7"
席美达熔岩瀑布,MinusField_HimeidaSpa,Meda Lavafalls,席美达熔岩瀑布,2253.0,2366.0,-450.0,Nearest,2378.19,2225.03,30.5,19,"5,6,7"
库荷谷采矿场,MinusField_HawkMt,Cuho Canyon Mine,库荷谷采矿场,-3810.88330078125,-1407.2789306640625,-471.993408203125,Near,-1330.74,-3825.49,77.9,19,"5,6,7"
拉布拉谷采矿场,MinusField_KikinosaMt,Lindor Canyon Mine,拉布拉谷采矿场,-2006.374267578125,-1326.716796875,-605.5108642578125,Nearest,-1323.9,-2022.01,15.9,19,"5,6,7"
拉聂尔谷采矿场,MinusField_LiveMountain,Lanayru Canyon Mine,拉聂尔谷采矿场,4003.337890625,1379.1693115234375,-637.6533203125,Near,1357.24,3991.05,25.1,19,"5,6,7"
明弗拉熔岩瀑布,MinusField_FlamingoSpa,Goflam's Lavafalls,明弗拉熔岩瀑布,-3398.88818359375,-3612.0,-704.622314453125,Near,-3578.54,-3396.7,33.5,19,"5,6,7"
智慧之源泉,MinusField_WiseFountain,Wellspring of Wisdom,智慧之源泉,3836.835693359375,1272.761962890625,-414.0150146484375,Near,1340.55,3850.42,69.1,19,"5,6,7"
更格尔谷采矿场,MinusField_GashamahiMt,Crenel Canyon Mine,更格尔谷采矿场,1154.0751953125,-381.1260681152344,-417.1773681640625,Near,-415.98,1153.25,34.9,19,"5,6,7"
格鲁德谷采矿场,MinusField_GerudoSummit,Gerudo Canyon Mine,格鲁德谷采矿场,-4175.15673828125,738.78564453125,-957.9180908203125,Near,693.42,-4172.71,45.4,19,"5,6,7"
水上竞技场,MinusField_AncientColosseum,Floating Coliseum,水上竞技场,-1151.501953125,1204.949951171875,-271.1876525878906,Near,1263.46,-1151.85,58.5,19,"5,6,7"
沙漠竞技场,MinusField_SouthGerudoLegacy,Desert Coliseum,沙漠竞技场,-4314.0009765625,3802.0673828125,-256.15167236328125,Nearest,3782.04,-4310.56,20.3,19,"5,6,7"
海利亚谷采矿场,MinusField_HyliaMt,Hylia Canyon Mine,海利亚谷采矿场,-1293.4381103515625,2193.83740234375,-499.1656494140625,Near,2225.07,-1290.94,31.3,19,"5,6,7"
海布拉谷采矿场,MinusField_HeburaPeak,Hebra Canyon Mine,海布拉谷采矿场,-2766.566650390625,-2897.8662109375,-769.5468139648438,Nearest,-2905.5,-2768.65,7.9,19,"5,6,7"
灼热竞技场,MinusField_LizardLake,Scorching Coliseum,灼热竞技场,2142.926025390625,-3173.7724609375,-609.0411987304688,Nearest,-3183.37,2143.55,9.6,19,"5,6,7"
达夫奈斯谷采矿场,MinusField_KinshoiMt,Daphnes Canyon Mine,达夫奈斯谷采矿场,-1065.3785400390625,573.9322509765625,-376.39215087890625,Nearest,568.67,-1063.57,5.6,19,"5,6,7"
阿卡莱骨冢,MinusField_DokuroPond,Akkala House of Bones,阿卡莱骨冢,3253.873046875,-3493.062744140625,-214.27294921875,Near,-3445.02,3254.08,48.0,19,"5,6,7"
马秋兹采矿坑,MinusField_MacusePeninsula,Rist Mine,马秋兹采矿坑,4579.939453125,-2143.278564453125,-181.29901123046875,Nearest,-2162.63,4629.73,53.4,19,"5,6,7"
乌尔利谷采矿场,MinusField_MoriMt,Ulri Canyon Mine,乌尔利谷采矿场,3682.951416015625,-2043.7222900390625,-554.460693359375,,-2043.72,3682.95,0.0,19,"6,7"
充满瘴气的魔窟,MinusField_GanondorfArea,Gloom's Lair,充满瘴气的魔窟,-249.21817016601562,-1041.2724609375,-1441.884521484375,,-1041.27,-249.22,0.0,19,"6,7"
克洛格树海,MinusField_KorokForest,Korok Grove,克洛格树海,405.6769104003906,-2100.0,-454.68524169921875,,-2146.29,407.31,46.3,19,"6,7"
克莱西亚采矿坑,MinusField_CresiaPeninsula,Cresia Pit Mine,克莱西亚采矿坑,3728.748779296875,3734.845703125,-501.2867736816406,,3734.85,3728.75,0.0,19,"6,7"
八爪怪树海,MinusField_GibogaHill,Rok Grove,八爪怪树海,3358.718994140625,-3079.2802734375,-499.19854736328125,,-3079.28,3358.72,0.0,19,"6,7"
力量之源泉,MinusField_PowerFountain,Wellspring of Power,力量之源泉,3733.14306640625,-2562.803466796875,-246.08799743652344,,-2587.03,3733.12,24.2,19,"6,7"
勇气之源泉,MinusField_BraveFountain,Wellspring of Courage,勇气之源泉,903.5361328125,2488.259765625,-252.98977661132812,,2385.11,880.06,105.8,19,"6,7"
北洛美地下层,MinusField_LomeiNorth,North Lomei Depths Labyrinth,北洛美地下层,-814.7457275390625,-3433.97216796875,-577.2521362304688,,-3533.54,-809.85,99.7,19,"6,7"
南洛美地下层,MinusField_LomeiSouth,South Lomei Depths Labyrinth,南洛美地下层,-1794.9998779296875,3579.200927734375,-433.2790222167969,,3459.67,-1796.53,119.5,19,"6,7"
卡兹溜祭坛,MinusField_KazuryuLake,Dracozu Altar,卡兹溜祭坛,905.98486328125,2556.257568359375,-361.80401611328125,,2556.26,905.98,0.0,19,"6,7"
卡坡莱谷采矿场,MinusField_KapporeMt,Faloraa Canyon Mine,卡坡莱谷采矿场,-970.5611572265625,2601.31201171875,-577.2723388671875,,2601.31,-970.56,0.0,19,"6,7"
卢咪的巢穴,MinusField_PoponMt,Blupee Burrow,卢咪的巢穴,-2288.0126953125,367.00579833984375,-788.074951171875,,367.01,-2288.01,0.0,19,"6,7"
古代地下展望台,MinusField_GobyLake,Ancient Observation Deck,古代地下展望台,2589.259521484375,3504.126220703125,-524.2823486328125,,3504.13,2589.26,0.0,19,"6,7"
古斯塔夫谷采矿场,MinusField_SaiMt,Gustaf Canyon Mine,古斯塔夫谷采矿场,-962.376220703125,-210.05062866210938,-487.97125244140625,,-210.05,-962.38,0.0,19,"6,7"
右脚工坊,ZonauSatelliteShrine_RightLeg,Right-Leg Depot,右脚工坊,1143.638427734375,2116.55224609375,-334.58038330078125,,2129.6,1141.09,13.3,19,"6,7"
右臂工坊,ZonauSatelliteShrine_RightArm,Right-Arm Depot,右臂工坊,569.0836181640625,2111.55322265625,-403.4024658203125,,2135.18,581.06,26.5,19,"6,7"
基纳比树海,MinusField_BiginaTrees,Ginner Grove,基纳比树海,3219.906005859375,2056.676513671875,-489.19805908203125,,2056.68,3219.91,0.0,19,"6,7"
塔巴尔树海,MinusField_TagonaTrees,Tabahl Grove,塔巴尔树海,2618.51513671875,-171.55560302734375,-525.6221923828125,,-171.56,2618.52,0.0,19,"6,7"
复苏的秘泉,MinusField_StartPoint,Secret Spring of Revival,复苏的秘泉,-1098.5548095703125,1898.0345458984375,-639.3071899414062,,1898.03,-1098.55,0.0,19,"6,7"
多尔米树海,MinusField_MiddleTrees,Midla Grove,多尔米树海,3114.306640625,2187.1416015625,-467.2846374511719,,2187.14,3114.31,0.0,19,"6,7"
奈兹坡树海,MinusField_NezuppoTrees,Pappetto Grove,奈兹坡树海,-343.456298828125,3539.60693359375,-469.1462707519531,,3539.61,-343.46,0.0,19,"6,7"
奥尔汀暗化石,MinusField_OrdinFossil,Eldin Dark Skeleton,奥尔汀暗化石,1518.0556640625,-3707.10400390625,-563.0348510742188,,-3707.1,1518.06,0.0,19,"6,7"
娜波露谷采矿场,MinusField_FenaMt,Nabooru Canyon Mine,娜波露谷采矿场,-1801.6199951171875,2088.69384765625,-497.2503662109375,,2088.69,-1801.62,0.0,19,"6,7"
密林竞技场,MinusField_ForestColosseum,Forest Coliseum,密林竞技场,-114.67874145507812,-2433.002685546875,-527.8065185546875,,-2433.0,-114.68,0.0,19,"6,7"
封印遗迹,MinusField_OpeningFieldEnd,Imprisoning Chamber,封印遗迹,-271.61395263671875,-1046.317626953125,-1221.08447265625,,-1046.32,-271.61,0.0,19,"6,7"
左脚工坊,ZonauSatelliteShrine_LeftLeg,Left-Leg Depot,左脚工坊,1016.3705444335938,2292.635498046875,-427.7760009765625,,2292.64,1016.37,0.0,19,"6,7"
左臂工坊,ZonauSatelliteShrine_LeftArm,Left-Arm Depot,左臂工坊,706.112548828125,2431.673828125,-418.5628967285156,,2431.67,706.11,0.0,19,"6,7"
巨人树海,MinusField_ShinikkyoForest,Giant's Grove,巨人树海,-1165.384521484375,151.71701049804688,-496.36102294921875,,151.72,-1165.38,0.0,19,"6,7"
布冰嘉树海,MinusField_BuibuiTrees,Bubinga Grove,布冰嘉树海,2019.717529296875,2102.298828125,-495.8175964355469,,2102.3,2019.72,0.0,19,"6,7"
希克里树海,MinusField_RiaroTrees,Hickaly Grove,希克里树海,1943.202392578125,2391.839111328125,-489.571533203125,,2391.84,1943.2,0.0,19,"6,7"
席美达谷采矿场,MinusField_HimeidaMt,Meda Canyon Mine,席美达谷采矿场,2511.9853515625,2483.174072265625,-397.226806640625,,2437.5,2522.95,47.0,19,"6,7"
库姆熔岩瀑布,MinusField_KumSpa,Sturnida Lavafalls,库姆熔岩瀑布,-4083.87255859375,-2714.681396484375,-457.62054443359375,,-2714.68,-4083.87,0.0,19,"6,7"
摩尔达巴谷采矿场,MinusField_MorudaMt,Daval Canyon Mine,摩尔达巴谷采矿场,-1390.6173095703125,3603.8623046875,-811.9656982421875,,3603.86,-1390.62,0.0,19,"6,7"
摩尔迦娜谷采矿场,MinusField_MorugaMt,Granajh Canyon Mine,摩尔迦娜谷采矿场,-1380.5009765625,3363.460693359375,-846.7726440429688,,3363.46,-1380.5,0.0,19,"6,7"
时之树海,MinusField_ZifForest,Grove of Time,时之树海,-383.36492919921875,1544.121337890625,-410.20391845703125,,1544.12,-383.36,0.0,19,"6,7"
格鲁德地下坟场,MinusField_DesertGrave,Gerudo Underground Cemetery,格鲁德地下坟场,-4098.5068359375,3737.15966796875,-424.05364990234375,,3737.16,-4098.51,0.0,19,"6,7"
格鲁德暗化石,MinusField_GerudoFossil,Gerudo Dark Skeleton,格鲁德暗化石,-4619.01318359375,3684.947265625,-424.41351318359375,,3684.95,-4619.01,0.0,19,"6,7"
沃尔纳特谷采矿场,MinusField_MizemakuMt,Walnot Canyon Mine,沃尔纳特谷采矿场,4222.830078125,1911.8333740234375,-698.381103515625,,1911.83,4222.83,0.0,19,"6,7"
沃尔纳谷采矿场,MinusField_RirimukuMt,Drena Canyon Mine,沃尔纳谷采矿场,-561.2939453125,-2583.9306640625,-738.1672973632812,,-2583.93,-561.29,0.0,19,"6,7"
泰尔美谷采矿场,MinusField_TerumeMt,Taran Canyon Mine,泰尔美谷采矿场,2500.491455078125,2672.872314453125,-627.5709228515625,,2672.87,2500.49,0.0,19,"6,7"
泽卡瓦米熔岩瀑布,MinusField_KingfisherSpa,Sherfin's Lavafalls,泽卡瓦米熔岩瀑布,-4342.763671875,-3465.2197265625,-815.1195678710938,,-3465.22,-4342.76,0.0,19,"6,7"
洛兹伍德谷采矿场,MinusField_JijigegeMt,Rozudo Canyon Mine,洛兹伍德谷采矿场,2367.638671875,2200.7255859375,-491.71685791015625,,2200.73,2367.64,0.0,19,"6,7"
洛美岛地下层,MinusField_LomeiIsland,Lomei Depths Labyrinth,洛美岛地下层,4661.56640625,-3564.735107421875,-295.4698486328125,,-3696.97,4654.77,132.4,19,"6,7"
海布拉暗化石,MinusField_HeburaFossil,Hebra Dark Skeleton,海布拉暗化石,-3850.52978515625,-3635.714599609375,-835.44580078125,,-3635.71,-3850.53,0.0,19,"6,7"
玛德罗纳谷采矿场,MinusField_RokomakuMt,Madorna Canyon Mine,玛德罗纳谷采矿场,3888.822509765625,1668.460205078125,-759.906982421875,,1668.46,3888.82,0.0,19,"6,7"
瘴气的动脉,MinusField_GanondorfEntrance,Gloom's Approach,瘴气的动脉,-243.45352172851562,-1007.823974609375,-747.8016967773438,,-1007.82,-243.45,0.0,19,"6,7"
瘴气的源流,MinusField_GanondorfEnd,Gloom's Origin,瘴气的源流,-249.21817016601562,-921.2724609375,-2371.884521484375,,-921.27,-249.22,0.0,19,"6,7"
神代遗迹,MinusField_OpeningField,Forgotten Foundation,神代遗迹,-344.2181701660156,-876.2724609375,-1181.884521484375,,-876.27,-344.22,0.0,19,"6,7"
精灵树海,MinusField_FairyForest,Grove of Spirits,精灵树海,-945.20361328125,1680.3839111328125,-564.2005615234375,,1680.38,-945.2,0.0,19,"6,7"
罗姆谷采矿场,MinusField_KutiffMt,Rhoam Canyon Mine,罗姆谷采矿场,-2687.19482421875,-785.1430053710938,-677.705810546875,,-785.14,-2687.19,0.0,19,"6,7"
艾奇斯帕树海,MinusField_ExpaTrees,Retsam Grove,艾奇斯帕树海,3832.084716796875,2027.6824951171875,-352.72247314453125,,2000.51,3831.87,27.2,19,"6,7"
艾波尼谷采矿场,MinusField_PongagaMt,Ebon Canyon Mine,艾波尼谷采矿场,3328.71533203125,2513.85546875,-671.6072998046875,,2513.86,3328.72,0.0,19,"6,7"
花柔莉亚谷采矿场,MinusField_GimpoMt,Floria Canyon Mine,花柔莉亚谷采矿场,1936.367431640625,2779.30029296875,-748.6090698242188,,2779.3,1936.37,0.0,19,"6,7"
苹果树海,MinusField_OngiForest,Applean Grove,苹果树海,553.4682006835938,-259.8236999511719,-504.8287658691406,,-259.82,553.47,0.0,19,"6,7"
觉醒谷采矿场,MinusField_KimarikaMt,Canyon of Awakening Mine,觉醒谷采矿场,2934.78955078125,1403.8621826171875,-733.8804931640625,,1403.86,2934.79,0.0,19,"6,7"
达拉伊特树海,MinusField_BarakkPlain,Dalite Grove,达拉伊特树海,-2119.93115234375,1088.783203125,-339.13433837890625,,1098.47,-2120.04,9.7,19,"6,7"
达斯齐达谷采矿场,MinusField_DasukidaMt,Dunsel Canyon Mine,达斯齐达谷采矿场,3152.52734375,3276.3486328125,-603.7606811523438,,3276.35,3152.53,0.0,19,"6,7"
阿盖特谷采矿场,MinusField_AagetoMt,Agaat Canyon Mine,阿盖特谷采矿场,-4785.71337890625,728.2949829101562,-1109.3072509765625,,728.29,-4785.71,0.0,19,"6,7"
雷兽谷采矿场,MinusField_MemeMt,Ploymus Canyon Mine,雷兽谷采矿场,3780.8564453125,-504.0714111328125,-930.7666015625,,-504.07,3780.86,0.0,19,"6,7"
露朵谷采矿场,MinusField_GibururuMt,Ruto Canyon Mine,露朵谷采矿场,3294.28759765625,31.5325927734375,-735.1995239257812,,31.53,3294.29,0.0,19,"6,7"
魔像制造房,ZonauCentralShrine,Construct Factory,魔像制造房,868.6845703125,2174.23193359375,-465.196044921875,,2174.23,868.68,0.0,19,"6,7"
齐洛利树海,MinusField_KiyanbaTrees,Minshi Grove,齐洛利树海,1042.2139892578125,-1544.450439453125,-527.154296875,,-1544.45,1042.21,0.0,19,"6,7"
中央海拉鲁空域,,,,,,,,-77.93,-247.98,,20,"3,4"
哈特尔空域,,,,,,,,1964.23,2642.65,,20,"3,4"
奥尔汀空域,,,,,,,,-2088.81,1978.95,,20,"3,4"
拉聂尔空域,,,,,,,,499.82,3174.93,,20,"3,4"
格鲁德空域,,,,,,,,2759.07,-3624.87,,20,"3,4"
海布拉空域,,,,,,,,-2442.14,-3357.82,,20,"3,4"
费罗尼空域,,,,,,,,2825.32,969.33,,20,"3,4"
阿卡莱空域,,,,,,,,-2575.98,3950.06,,20,"3,4"
左纳尼乌姆制炼之岛,,,,,,,,1869.35,2349.02,,20,"5,6,7"
星见之岛,,,,,,,,317.0,-3488.5,,20,"5,6,7"
测试刚勇之岛,,,,,,,,-1937.0,206.71,,20,"5,6,7"
测试勇气之岛,,,,,,,,-728.0,-2266.0,,20,5
测试大勇之岛,,,,,,,,919.46,4579.11,,20,"5,6,7"
初始空岛,,,,,,,,1259.85,394.48,,20,"6,7"
北塔邦挞天空诸岛,,,,,,,,-1333.86,-3600.5,,20,"6,7"
北洛美城堡上层,,,,,,,,-3370.0,-825.0,,20,"6,7"
南洛美城堡上层,,,,,,,,3605.5,-1795.0,,20,"6,7"
南海布拉天空诸岛,,,,,,,,-2019.06,-3136.99,,20,"6,7"
时之神殿,,,,,,,,800.35,453.46,,20,"6,7"
洛美岛上层,,,,,,,,-3789.03,4656.2,,20,"6,7"
祓暗之岛,,,,,,,,-1032.0,-3607.17,,20,"6,7"
西海布拉天空诸岛,,,,,,,,-2300.0,-3845.85,,20,"6,7"
觉醒室,,,,,,,,1200.9,349.68,,20,"6,7"
采石之岛,,,,,,,,-2129.33,4603.17,,20,"6,7"
